,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,
116,0,91.96,91.98,0,0,0,0,49.83,0,0,33.52,0,0,2.98,37.27,27.25,70.3,27.21,84.87,29.88,59.47,29.75,67.48,41.1,28.62,0,98.42,98.44,0,0,0,0,50.62,35.2,0,30.69,0,64.44,2.97,33.82,29.38,71.39,29.34,85.46,19.04,80.67,18.92,66.67,31.83,30.93,0,119.65,0,0,0,0,0,50.31,34.58,0,30.4,0,43.42,2.99,21.95,29.79,71.86,29.75,86.48,18.59,81.28,18.49,67.22,32.15,31.25,0,112.85,0,0,0,0,0,49.8,36.01,0,31.28,0,0,2.99,25.84,27.08,70.54,27.04,84.77,22.14,82.34,22.02,67.77,38.39,28.46,1,94.22,94.24,0,0,0,0,49.92,35.65,0,29.77,0,68.44,2.98,36.07,27.65,70.35,27.61,85.11,21.81,82.65,21.7,72.44,31.86,30.96,1,119.55,0,0,0,0,0,49.31,35.26,0,30.47,0,70.81,2.99,22.01,27.33,68.42,27.29,85.97,18.69,80.21,18.59,67.92,29.8,28.9,0,112.6,0,0,0,0,0,48.17,36.36,0,31.08,0,0,2.99,25.99,26.31,68.31,26.27,87.08,22.27,81.86,22.16,68.6,38.56,27.67,0,95.82,95.84,0,0,0,0,50.39,35.85,0,30.42,0,87.68,2.98,35.22,28.86,71.06,28.82,85.39,21.53,82.02,21.42,70.07,31.44,30.54,0,117.76,0,0,0,0,0,49.32,0,0,30.77,0,81.45,2.99,23.04,27.27,71.4,27.23,85.89,26.43,59.77,26.32,73.8,29.8,28.9,0,97.21,97.23,0,0,0,0,50.63,0,0,31.48,0,65.22,2.97,34.47,30.26,69.03,30.22,86.32,26.58,60.03,26.47,71.53,32.72,31.82,0,97.48,97.5,0,0,0,0,50.82,35.12,0,30.5,0,66.04,2.97,34.33,29.81,69.02,29.77,85.49,19.7,81.47,19.59,67.96,32.27,31.37,0,112.23,0,0,0,0,0,48.91,36.37,0,31.42,0,0,2.99,26.2,24.88,70.94,24.84,84.27,22.36,81.93,22.25,67.54,38.72,26.25,1,95.92,95.94,0,0,0,50.53,0,35.33,0,30.55,0,97.14,2.98,35.16,27.49,66.93,27.45,83.8,21.64,83.04,21.53,69.74,30.13,29.23,1,98.88,98.9,0,0,0,0,49.7,35.03,0,30.85,0,66.63,2.97,33.57,28.86,70.21,28.82,84.44,18.8,80.72,18.68,65.91,31.33,30.43
117,0,92.4,92.42,0,0,0,0,49.49,36.73,0,31.61,0,0,2.98,37.04,26.74,70.08,26.7,85.03,22.39,81.3,22.27,66.88,40.59,28.12,0,98.47,98.49,0,0,0,0,50.93,34.78,0,30.77,0,63.07,2.97,33.79,29.49,69.2,29.44,84.93,19.06,81.41,18.95,66.43,31.93,31.03,0,119.68,0,0,0,0,0,51.08,34.23,0,30.45,0,43.56,2.99,21.93,29.7,70.15,29.66,84.85,18.62,81.9,18.51,67.04,32.06,31.16,0,113.45,0,0,0,0,0,49.97,36.07,0,31.18,0,0,2.99,25.51,26.54,71.17,26.5,83.9,21.82,81.92,21.7,67.82,38.08,27.92,1,93.6,93.62,0,0,0,0,49.77,35.92,0,30.4,0,66.47,2.98,36.4,27.13,69.83,27.09,84.88,21.91,82.28,21.81,70.5,31.98,31.08,1,120.04,0,0,0,0,0,49.89,34.71,0,30.81,0,67.06,2.99,21.72,27.41,70.41,27.37,84.93,18.53,81,18.43,66.32,29.87,28.97,0,112.83,0,0,0,0,0,48.53,36.24,0,30.75,0,0,2.99,25.86,25.77,70.03,25.74,85.88,22.23,82.03,22.12,69.65,38.41,27.14,0,96.17,96.19,0,0,0,0,50.75,36,0,29.65,0,84.39,2.98,35.03,29.06,70.09,29.02,84.88,21.43,81.64,21.33,72.44,31.62,30.72,0,118.34,0,0,0,0,0,0,37.29,0,0,0,58.43,2.99,22.71,29.65,69.81,29.65,62.85,25.21,83.02,25.21,57.66,31.88,30.98,0,97.67,97.69,0,0,0,0,51.09,35.93,0,30.56,0,61.46,2.97,34.23,30.31,71.01,30.27,85.44,19.49,79.83,19.38,67.55,32.75,31.85,0,97.63,97.65,0,0,0,0,50.73,34.65,0,30.53,0,64.3,2.97,34.25,29.93,69.34,29.89,85.78,19.73,82.31,19.62,67.89,32.38,31.48,0,113.21,0,0,0,0,0,48.35,35.93,0,31.33,0,0,2.99,25.65,24.4,71.63,24.37,84.85,21.98,82.34,21.87,67.45,38.25,25.77,1,96.35,96.36,0,0,0,50.84,0,35.09,0,30.79,0,93.44,2.98,34.94,27.73,69.73,27.69,83.42,21.33,83.15,21.22,68.64,30.35,29.45,1,99.27,99.28,0,0,0,0,49.73,33.73,0,22.34,22.31,63.13,2.97,33.36,28.94,69.1,28.9,84.4,15.08,79.26,14.85,85.18,31.39,30.49
118,0,112.54,0,0,0,0,0,49.4,36.57,0,31.57,0,0,2.99,26.02,26.23,68.32,26.19,84.69,22.08,81.28,21.96,66.74,38.53,27.6,0,98.58,98.6,0,0,0,0,51,34.59,0,30.76,0,61.5,2.97,33.73,29.58,70.63,29.54,84.89,19.03,81.71,18.91,66.44,32.02,31.12,0,98.82,98.84,0,0,0,0,51,34.88,0,30.76,0,59.69,2.97,33.6,29.74,68.39,29.7,85.06,18.94,81.13,18.83,66.34,32.17,31.27,0,113.69,0,0,0,0,0,49.48,35.96,0,31.34,0,0,2.99,25.37,26.05,68.49,26.01,84.36,21.64,81.93,21.52,67.07,37.92,27.42,1,92.34,92.36,0,35.87,0,0,48.1,36.01,0,31.11,0,63.63,2.98,37.07,23.29,84.77,23.36,84.29,22.38,82.58,22.26,68.6,32.06,31.16,1,120.88,0,0,0,0,0,50,34.72,0,30.37,0,61.58,2.99,21.24,27.45,68.55,27.41,84.75,17.84,80.3,17.74,66.53,29.88,28.98,0,113.41,0,0,0,0,0,48.92,35.96,0,31.14,0,0,2.99,25.53,25.23,67.8,25.19,84.61,21.88,82.17,21.76,68.01,38.1,26.6,0,96.03,96.05,0,0,0,0,50.74,37.73,0,0,0,83.54,2.98,35.11,29.39,67.7,29.35,85.21,27.36,84.35,27.36,52.42,31.94,31.04,0,120.26,0,0,0,0,0,50.53,35.07,0,30.66,0,64.25,2.99,21.6,27.54,69.12,27.5,83.79,18.09,79.94,17.98,65.9,29.99,29.09,0,96.03,96.05,0,0,0,0,50.55,35.42,0,30.26,0,0,2.98,35.1,28.48,69.43,28.44,84.7,20,81.24,19.9,69.07,37.69,29.86,0,97.62,97.64,0,0,0,0,50.95,34.94,0,30.78,0,63.22,2.97,34.25,30.04,69.09,30,85.45,19.58,81.66,19.47,66.91,32.49,31.59,0,114.32,0,0,0,0,0,48.84,36.19,0,31.42,0,0,2.99,25.01,23.86,68.9,23.82,83.38,21.26,81.15,21.14,66.41,37.67,25.22,1,96.1,96.11,0,0,0,50.52,0,0,0,32.54,0,92.54,2.98,35.07,28.14,68.22,28.1,84.47,28.08,61.86,27.96,69.32,30.75,29.85,1,98.91,98.93,0,0,0,0,50.3,33.28,0,22.87,22.83,63.21,2.97,33.56,29.07,69.13,29.03,85.09,15.02,79.94,14.79,83.99,31.52,30.62
119,0,113.41,0,0,34.62,0,0,48.19,36.48,0,31.38,0,0,2.99,25.53,22.32,85.06,22.38,83.16,21.68,81.04,21.57,67,38.1,24.08,0,98.74,98.76,0,36.12,0,0,51.1,34.99,0,30.71,0,66.02,2.97,33.65,28.53,88.67,28.6,83.76,18.85,80.84,18.74,66.41,31.43,30.53,0,98.87,98.89,0,36.37,0,0,50.98,34.69,0,30.8,0,64.39,2.97,33.57,28.71,88.41,28.79,84.18,18.93,81.43,18.81,66.21,31.61,30.71,0,115.46,0,0,34.73,0,0,48.22,35.45,0,31.1,0,0,2.99,24.36,22.12,84.67,22.18,82.91,20.82,82.01,20.71,67.1,37.02,23.88,1,93.59,93.61,0,34.21,0,0,48.49,35.52,0,30.62,0,66.48,2.98,36.4,22.54,85.97,22.6,82.81,22.12,83.19,22.01,69.98,31.66,30.76,0,121.83,0,0,35.26,0,0,49.6,34.1,0,30.32,0,61.64,2.99,20.68,26.42,88.06,26.49,84.61,17.37,80.86,17.26,66.21,29.26,28.36,0,114.52,0,0,34.14,0,0,47.6,36.08,0,30.33,0,0,2.99,24.9,21.49,85.05,21.56,83.41,21.42,81.49,21.31,70.23,37.53,23.24,0,96.77,96.79,0,36.02,0,0,50.65,35.15,0,31.17,0,84.23,2.98,34.71,28.24,88.56,28.31,84.36,20.85,82.57,20.73,66.86,31.23,30.33,0,120.8,0,0,35.85,0,0,50.34,34.94,0,30.49,0,64.73,2.99,21.28,26.69,87.32,26.76,83.43,17.79,79.86,17.68,66.09,29.57,28.67,0,94.99,95,0,35.51,0,0,48.91,35.87,0,30.88,0,0,2.98,35.66,24.53,85.75,24.6,84.04,20.3,80.74,20.18,67.31,38.3,26.32,0,97.71,97.72,0,37.28,0,0,50.42,0,0,32.15,0,68.51,2.97,34.2,29.06,87.11,29.14,85.66,26.14,61.3,26.02,68.78,31.98,31.08,0,119.38,0,0,35.66,0,0,49.2,34.78,0,30.73,0,88.66,2.99,22.11,24.93,85.9,25,83.88,18.92,81.27,18.81,66.43,27.93,27.03,1,96.94,96.95,0,35.95,0,50.67,0,0,0,32.35,0,95.37,2.98,34.62,26.83,87.28,26.9,82.98,27.71,61.87,27.59,69.62,29.9,29,1,99.1,99.12,0,36.17,0,0,50.08,34.35,0,29.75,0,66.41,2.97,33.45,28.22,88.27,28.29,84.62,18.98,82.06,18.87,69.67,31.12,30.22
120,0,113.99,0,0,33.66,0,0,47.77,36.02,0,31.4,0,0,2.99,25.2,21.6,85.94,21.66,83.2,21.45,81.65,21.34,66.68,37.78,23.35,0,98.44,98.46,0,36.99,0,0,50.39,34.71,0,30.53,0,68.38,2.97,33.81,28.37,86.94,28.44,85.02,19.07,81.54,18.96,67.23,31.29,30.39,0,98.68,98.7,0,36.88,0,0,50.74,0,0,32.34,0,67.25,2.97,33.68,28.55,87.33,28.63,84.5,25.52,62.49,25.4,67.48,31.47,30.57,0,113.84,0,0,33.83,0,0,47.21,35.58,0,30.94,0,0,2.99,25.29,21.46,85.53,21.52,84.07,21.65,82.62,21.54,68.47,37.72,23.2,1,90.68,90.7,0,33.12,0,0,47.7,0,0,31.97,0,67.64,2.98,37.94,21.88,87.1,21.94,83.62,30.63,62.44,30.51,73.88,31.5,30.6,0,98.96,98.98,0,35.54,0,0,49.94,34.58,0,30.79,0,81.68,2.97,33.53,26.58,87.75,26.65,84.1,18.98,81.68,18.86,66.28,29.54,28.64,0,114.17,0,0,33.37,0,0,47.07,35.56,0,30.83,0,0,2.99,25.1,20.78,85.6,20.84,83.63,21.57,82.57,21.46,68.74,37.64,22.51,0,97.23,97.25,0,36.24,0,0,50.38,34.96,0,31.17,0,82.16,2.97,34.46,28.2,88.12,28.27,84.86,20.56,82.6,20.45,66.58,31.18,30.28,0,120.76,0,0,35.86,0,0,49.58,34.62,0,30.47,0,65.91,2.99,21.3,26.53,87.12,26.6,84.75,17.86,80.48,17.75,66.23,29.41,28.51,0,94.35,94.37,0,34.01,0,0,48.81,35.6,0,30.66,0,0,2.98,36,23.83,87.6,23.89,83.5,20.82,81.75,20.71,68.56,38.72,25.59,0,97.53,97.55,0,36.51,0,0,50.72,0,0,31.67,0,70.62,2.97,34.3,28.94,88.39,29.02,84.94,26.32,61.65,26.2,70.62,31.87,30.97,0,120.27,0,0,34.53,0,0,48.94,34.32,0,30.28,0,84.15,2.99,21.59,24.97,87.87,25.03,84.41,18.53,81.67,18.42,67.51,27.92,27.02,1,96.34,96.36,0,35.33,0,50.64,0,0,0,31.53,0,96.37,2.98,34.94,26.96,88.49,27.02,83.15,28.02,60.94,27.9,72.79,30.02,29.12,1,98.29,98.31,0,36.06,0,0,49.58,34.33,0,29.45,0,70.17,2.97,33.89,28.15,88.39,28.22,85.69,19.35,82.45,19.24,70.98,31.05,30.15
121,0,113.43,0,0,32.14,0,0,46.33,35.42,0,30.63,0,0,2.99,25.52,21.07,87.84,21.13,85.22,22.05,83.29,21.94,69.89,38,22.78,0,97.76,97.78,0,35.13,0,0,49.85,0,0,31.78,0,72.77,2.97,34.18,28.39,90.27,28.46,86.1,25.89,61.89,25.77,69.82,31.3,30.4,0,97.95,97.97,0,35.66,0,0,50.22,0,0,31.37,0,71.12,2.97,34.07,28.52,89.48,28.59,85.51,25.96,62.71,25.84,71.31,31.43,30.53,0,113.37,0,0,32.06,0,0,46.88,0,0,31.44,0,0,2.99,25.55,20.84,87.73,20.89,84.03,28.65,63.11,28.53,73.74,38.01,22.55,1,87.63,87.65,0,33.07,0,0,46.96,0,0,0,0,69.22,2.98,39.53,21.11,86.41,21.17,84.16,35.32,61.83,35.32,58.42,31.38,30.48,0,98.59,98.61,0,35.78,0,0,49.27,34.69,0,30.03,0,83.06,2.97,33.72,26.55,87.3,26.62,85.39,19.26,81.77,19.16,69.07,29.52,28.62,0,119.84,0,0,33.95,0,0,48.44,34.77,0,29.85,0,86.61,2.99,21.84,24.92,88.8,24.99,85.3,18.81,81.17,18.7,69.18,27.88,26.98,0,95.75,95.77,0,35.86,0,0,49.86,0,0,32.86,0,88.61,2.98,35.25,28.19,88.79,28.26,85.88,27.78,63.49,27.65,67.83,31.2,30.3,0,98.19,98.21,0,35.23,0,0,49.9,34.93,0,30.63,0,83.66,2.97,33.94,26.74,88.44,26.81,84.35,19.32,81.42,19.21,67.14,29.71,28.81,0,92.34,92.36,0,32.89,0,0,48.33,35.78,0,30.24,0,0,2.98,37.07,23.14,88.73,23.19,83.71,21.99,82.59,21.88,71.11,39.94,24.88,0,97.2,97.22,0,34.96,0,0,50.69,0,0,30.89,0,73.02,2.97,34.48,28.89,91.07,28.96,84.94,26.61,61.82,26.5,73.56,31.81,30.91,0,118.92,0,0,35.23,0,0,48.64,34.07,0,29.52,0,89.56,2.99,22.37,24.99,86.7,25.06,84.99,19.55,83.1,19.45,70.97,27.98,27.08,1,96.23,96.25,0,34.68,0,50.36,0,35.91,0,30.08,0,94.65,2.98,35,27.06,89.71,27.12,83.8,21.19,81.57,21.09,70.84,30.1,29.2,1,98.55,98.57,0,35.35,0,0,49.41,34.16,0,29.57,0,70.27,2.97,33.75,28.03,89.52,28.1,86.71,19.27,82.66,19.16,70.54,30.92,30.02
122,0,118.5,0,0,32.77,0,0,48.47,34.12,0,29.99,0,91.4,2.99,22.61,25.11,90.89,25.16,85.42,19.76,83.23,19.66,69.69,28.07,27.17,0,97.51,97.53,0,34.08,0,0,48.99,0,0,31.62,0,74.68,2.97,34.31,28.36,92.01,28.42,87.7,26.08,61.67,25.96,70.54,31.25,30.35,0,96.99,97.01,0,34.34,0,0,49.09,0,0,30.52,0,75.94,2.98,34.59,28.54,91.75,28.61,87.71,26.51,62.96,26.4,74.7,31.44,30.54,0,116.37,0,0,32.56,0,0,49.05,0,0,30.32,0,99.5,2.99,23.84,25.35,91.46,25.4,84.56,27.34,62.71,27.24,76.21,28.37,27.47,1,115.33,0,0,33.7,0,0,48.37,0,0,0,0,73.85,2.99,24.44,25.28,89.56,25.34,85.78,30.78,61.96,30.78,55.91,31.39,30.49,0,98.36,98.37,0,32.87,0,0,48.74,33.95,0,29.15,0,83.86,2.97,33.85,26.59,92.22,26.65,86.4,19.73,83.48,19.62,72.31,29.51,28.61,0,118.55,0,0,34.17,0,0,48.69,33.76,0,29.36,0,91.31,2.99,22.59,25,88.51,25.07,84.92,19.9,83.97,19.8,71.82,27.99,27.09,0,95.36,95.38,0,33.53,0,0,49.24,0,0,32.28,0,89.7,2.98,35.46,28.3,92.86,28.36,87.16,28.02,63.73,27.9,70.17,31.27,30.37,0,98.02,98.04,0,33.26,0,0,48.95,33.8,0,30.5,0,84.2,2.97,34.04,26.77,91.78,26.83,86.19,19.66,83.67,19.55,67.94,29.7,28.8,0,93.44,93.46,0,31.92,0,0,47.55,35.1,0,29.76,0,0,2.98,36.48,22.48,89.58,22.53,84.46,21.85,83.64,21.74,72.5,39.4,24.19,0,96.68,96.7,0,36.41,0,0,50.09,0,0,31.05,0,76.25,2.98,34.75,28.79,88.42,28.87,86.04,26.84,60.87,26.73,73.27,31.74,30.84,0,119.52,0,0,31.96,0,0,48.37,34.32,0,29.68,0,86.07,2.99,22.02,25.1,92.15,25.15,85.58,19.04,82.17,18.93,69.96,28.01,27.11,1,95.69,95.71,0,33.42,0,34.61,34.59,35.18,0,29.23,0,97.64,2.98,35.29,26.68,91.41,26.71,107.22,21.8,83.46,21.7,74.13,29.94,29.04,1,97.42,97.44,0,35.29,0,0,48.93,0,0,30.73,0,76.86,2.97,34.36,28.02,89.62,28.09,85.77,26.08,62.67,25.97,73.59,30.95,30.05
123,0,118.13,0,0,32.89,0,0,47.73,34.09,0,28.82,0,91.82,2.99,22.83,25.23,90.82,25.29,86.9,20.23,83.74,20.13,73.82,28.19,27.29,0,96.64,96.66,0,33.91,0,0,49.11,0,0,30.5,0,79.25,2.98,34.78,28.33,92.27,28.39,87.45,26.66,62.03,26.55,74.91,31.25,30.35,0,96.75,96.77,0,34.12,0,0,48.85,0,0,30.55,0,77.76,2.98,34.72,28.5,92.09,28.57,88.1,26.69,62.74,26.57,74.79,31.41,30.51,0,116.41,0,0,32.95,0,0,48.35,0,0,30.48,0,98.02,2.99,23.82,25.5,90.99,25.56,86.04,27.24,62.69,27.13,75.58,28.51,27.61,1,117.4,0,0,32.64,0,0,47.78,34.96,0,30.27,0,77.56,2.99,23.25,25.25,91.24,25.3,86.82,20.22,82.28,20.11,69.24,31.37,30.47,0,97.71,97.73,0,33.18,0,0,48.22,0,0,30.54,0,86.87,2.97,34.2,26.66,91.78,26.71,87.44,26.11,63.59,26,74.24,29.59,28.69,0,117.55,0,0,33.22,0,0,47.7,0,0,30.22,0,95.05,2.99,23.16,25.22,90.28,25.27,86.95,26.6,64.11,26.49,75.78,28.2,27.3,0,95.08,95.09,0,33.78,0,0,49.09,0,0,31.14,0,90.42,2.98,35.61,28.38,92.52,28.44,87.53,28.33,63.11,28.21,74.44,31.36,30.46,0,97.5,97.52,0,32.99,0,0,48.63,34.17,0,29.05,0,85.7,2.97,34.31,26.81,92.24,26.87,86.83,20.09,83.47,19.99,72.97,29.75,28.85,0,91.57,91.58,0,31.06,0,0,47.12,34.89,0,29.54,0,0,2.98,37.48,21.78,90.2,21.83,84.54,23.01,85.17,22.9,74.38,40.55,23.48,0,96.89,96.91,0,33.94,0,0,48.86,34.95,0,29.13,0,74.83,2.98,34.64,28.76,92.64,28.82,88.35,20.45,82.5,20.35,73.08,31.64,30.74,0,117.94,0,0,32.81,0,0,47.91,0,0,30.69,0,92.44,2.99,22.93,25.29,91.01,25.34,86.62,26.23,63.53,26.12,73.86,28.25,27.35,1,95.53,95.55,0,33.76,0,0,48.4,36.84,0,0,0,97.48,2.98,35.37,27.1,91.28,27.16,87.54,27.39,86.02,27.39,59.95,30.12,29.22,1,96.87,96.89,0,33.47,0,0,48.21,0,0,0,0,81.68,2.98,34.66,28.04,92.7,28.1,87.05,29.1,62.9,29.1,60.38,30.96,30.06
124,0,115.85,0,0,0,0,0,0,0,0,30.11,0,73.15,2.99,24.14,29.53,75.61,29.53,68.68,27.61,64.44,27.51,77.14,31.84,30.94,0,96.96,96.98,0,0,0,0,48.96,34.62,0,28.53,0,71.37,2.98,34.61,29.37,75.38,29.33,88.68,20.39,83,20.29,74.84,31.84,30.94,0,96.11,96.13,0,0,0,0,48.78,0,0,30.14,0,75.56,2.98,35.06,29.61,75.78,29.57,89.25,27.1,62.11,26.99,76.55,32.1,31.2,0,115.4,0,0,0,0,0,48.24,0,0,0,0,92.62,2.99,24.39,27.29,75.98,27.25,87.94,30.17,62.54,30.17,60.11,29.88,28.98,1,116.38,0,0,0,0,0,47.78,34.62,0,30.25,0,80.17,2.99,23.84,27.01,75.67,26.97,88.5,20.87,83.5,20.76,69.94,32.21,31.31,0,95.86,95.88,0,0,0,0,0,0,0,30.18,0,68.84,2.98,35.19,30.64,76.04,30.64,69.23,27.02,63.82,26.92,76.33,32.93,32.03,0,115.88,0,0,32.72,0,0,0,0,0,0,0,86.91,2.99,24.12,27.67,93.53,27.76,69.42,29.8,64.29,29.8,59.75,30.23,29.33,0,94.63,94.65,0,0,0,0,48.92,0,0,30.69,0,84.3,2.98,35.85,29.9,75.59,29.86,89.28,28.62,62.8,28.51,76.25,32.45,31.55,0,96.73,96.75,0,0,0,0,48.21,0,0,29.68,0,82.73,2.98,34.73,28.21,76.57,28.17,88.9,26.69,64.69,26.59,77.59,30.74,29.84,0,87.07,87.08,0,0,0,0,46.79,0,0,0,0,0,2.98,39.82,23.89,75.75,23.85,87.14,34.98,64.51,34.98,60.32,44.13,25.24,0,95.67,95.69,0,0,0,0,48.69,36.39,0,0,0,75.46,2.98,35.3,29.92,75.78,29.88,89.73,26.57,86.02,26.57,60.03,32.41,31.51,0,117.38,0,0,0,0,0,47.6,0,0,29.82,0,85.76,2.99,23.26,26.82,76.6,26.78,88.63,26.6,63.88,26.5,77.08,29.37,28.47,1,95.1,95.12,0,0,0,0,48.44,36.52,0,0,0,89.99,2.98,35.6,28.8,75.67,28.76,89.08,27.59,86.82,27.59,58.78,31.38,30.48,1,95.94,95.96,0,0,0,0,48.03,0,0,0,0,80.18,2.98,35.15,29.28,76.64,29.24,89.16,29.62,62.82,29.62,59.34,31.8,30.9
125,0,115.14,0,0,0,0,0,0,0,0,0,0,71.28,2.99,24.55,30.13,77.04,30.13,67.96,30.22,64.51,30.22,60.81,32.42,31.52,0,94.96,94.98,0,0,0,0,0,36.26,0,0,0,60.26,2.98,35.67,32.18,76.83,32.18,68.97,26.74,86.43,26.74,61.43,34.42,33.52,0,94.96,94.98,0,0,0,0,0,36.4,0,0,0,59.81,2.98,35.67,32.31,76.41,32.31,68.25,26.86,86.3,26.86,60.18,34.55,33.65,0,115.66,0,0,0,0,0,0,36.3,0,0,0,70.48,2.99,24.25,29.88,76.5,29.88,68.11,26.86,86.48,26.86,59.36,32.17,31.27,1,115.64,0,0,0,0,0,0,34.53,0,28.62,0,91.44,2.99,24.26,29.9,75.45,29.9,69.76,21.7,84.46,21.6,75.88,30.29,29.39,0,94.67,94.69,0,0,0,0,0,0,0,0,0,70.44,2.98,35.83,31.53,76.33,31.53,67.49,30.33,63.34,30.33,61.23,33.82,32.92,0,115.85,0,0,0,0,0,0,0,0,0,0,70.09,2.99,24.14,29.84,76.96,29.84,68.58,29.85,63.57,29.85,59.84,32.13,31.23,0,91.92,91.94,0,0,0,0,0,0,0,0,0,73.1,2.98,37.29,33.46,76.23,33.46,68.38,32.57,62.63,32.57,60.35,35.77,34.87,0,94.02,94.04,0,0,0,0,0,0,0,0,0,73.69,2.98,36.18,31.54,77.27,31.54,69.69,30.53,64.68,30.53,61.37,33.84,32.94,0,94.29,94.31,0,0,0,0,47.29,0,0,0,0,101.63,2.98,36.03,27.85,77.06,27.81,90.22,31.36,64.28,31.36,59.81,30.5,29.6,0,93.81,93.82,0,0,0,0,0,36.45,0,0,0,62.5,2.98,36.29,32.81,76.5,32.81,69.84,27.52,86.88,27.52,59.54,35.06,34.16,0,116.49,0,0,0,0,0,0,0,0,0,0,67.24,2.99,23.77,29.66,76.76,29.66,68.83,29.33,63.35,29.33,60.13,31.93,31.03,1,94.22,94.23,0,0,0,0,0,34.21,0,30.23,0,70.73,2.98,36.07,31.81,75.78,31.81,68.39,22.3,85.61,22.19,71.43,34.1,33.2,1,95.12,95.14,0,0,0,0,0,0,0,31.72,0,62.4,2.98,35.59,31.92,75.68,31.92,69.26,27.32,62.84,27.21,71.45,34.17,33.27
126,0,115.57,0,0,0,0,0,48.59,0,0,0,0,85.14,2.99,24.3,28.14,76.08,28.11,88.15,30.09,63.63,30.09,59.54,30.69,29.79,0,94.27,94.29,0,0,0,0,49.62,36.67,0,0,0,76.11,2.98,36.04,30.64,75.75,30.6,88.68,27.09,86.04,27.09,60.47,33.15,32.25,0,95.93,95.95,0,0,0,0,49.91,36.43,0,0,0,69.31,2.98,35.16,30.55,74.66,30.51,88.03,26.54,85.94,26.54,58.37,33.02,32.12,0,116.37,0,0,0,0,0,0,34.62,0,29.93,0,63.86,2.99,23.84,30.02,75.76,30.02,66.08,20.8,83.43,20.69,70.9,32.27,31.37,1,115.19,0,0,0,0,0,0,36.61,0,0,0,67.66,2.99,24.51,30.46,76.24,30.46,65.91,27.16,86.22,27.16,60.46,32.61,31.71,0,95.34,95.36,0,0,0,0,49.62,0,0,0,0,82.8,2.98,35.47,29.44,74.56,29.4,87.47,30.14,62.86,30.14,60.22,31.98,31.08,0,117.75,0,0,0,0,0,49.98,0,0,31.51,0,78.29,2.99,23.04,27.62,74.57,27.58,84.95,26.29,63.19,26.18,71.16,30.14,29.24,0,94.27,94.29,0,0,0,0,49.87,37.34,0,0,0,78.72,2.98,36.05,30.95,74.96,30.91,88.5,28.11,85.83,28.11,58.86,33.47,32.57,0,95.57,95.59,0,0,0,0,0,0,0,0,0,65.62,2.98,35.35,31.6,75,31.6,66.71,30.12,63.65,30.12,60.7,33.86,32.96,0,94.24,94.26,0,0,0,0,0,0,0,32.08,0,79.66,2.98,36.06,30.99,76.5,30.99,68.54,28.73,63.54,28.61,71.61,33.33,32.43,0,91.06,91.08,0,0,0,0,0,34.59,0,30.36,0,0,2.98,37.74,30.57,76.31,30.57,68.01,22.96,85.64,22.85,71.7,40.73,31.76,0,116.54,0,0,0,0,0,0,0,0,0,0,63.48,2.99,23.74,30.05,73.54,30.05,66.78,29.35,63.4,29.35,58.08,32.3,31.4,0,94.66,94.68,0,0,0,0,49.52,0,0,30.69,0,84.47,2.98,35.84,29.9,74.92,29.86,88.12,28.68,64.1,28.57,76.33,32.45,31.55,0,96.05,96.06,0,0,0,0,0,34.76,0,30.01,0,54.87,2.98,35.1,31.97,75.93,31.97,68,20.51,82.89,20.4,70.36,34.19,33.29
